                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    542,                0.90964,                0.57354,                 1.1991,                0.97817,                0.97399,                0.98511,                0.82086,                0.61119,                0.32867,                0.99789,              0.0089308,              0.0089308,              0.0089308
                    543,                0.91632,                0.57351,                 1.2018,                0.97894,                0.97357,                0.98567,                 0.8206,                0.61074,                0.32844,                0.99744,              0.0089288,              0.0089288,              0.0089288
                    544,                0.92385,                0.58363,                 1.2024,                0.97974,                0.97342,                0.98571,                0.82086,                0.61041,                0.32823,                0.99732,              0.0089268,              0.0089268,              0.0089268
                    545,                0.91092,                 0.5682,                 1.1872,                 0.9799,                0.97289,                0.98572,                0.82049,                0.61042,                0.32805,                0.99717,              0.0089249,              0.0089249,              0.0089249
                    546,                0.92158,                0.57577,                 1.1966,                0.97957,                0.97343,                0.98568,                0.82127,                0.61015,                0.32821,                0.99688,              0.0089229,              0.0089229,              0.0089229
                    547,                0.91047,                0.57095,                 1.1979,                0.97945,                0.97275,                0.98549,                0.82116,                0.60968,                0.32806,                0.99645,              0.0089209,              0.0089209,              0.0089209
                    548,                 0.9088,                0.56907,                 1.1929,                0.97949,                0.97329,                0.98554,                0.82169,                0.60956,                0.32777,                0.99618,              0.0089189,              0.0089189,              0.0089189
                    549,                 0.8999,                0.57035,                  1.202,                0.97968,                0.97239,                0.98552,                0.82148,                0.60911,                0.32736,                0.99588,              0.0089169,              0.0089169,              0.0089169
                    550,                0.90363,                0.56784,                 1.1888,                0.98009,                0.97262,                0.98554,                0.82206,                 0.6086,                0.32717,                0.99566,               0.008915,               0.008915,               0.008915
                    551,                0.91346,                 0.5807,                 1.2082,                0.98012,                0.97212,                0.98556,                0.82218,                0.60817,                 0.3269,                0.99554,               0.008913,               0.008913,               0.008913
                    552,                0.90935,                0.57114,                 1.1908,                 0.9802,                0.97234,                0.98555,                0.82229,                0.60758,                0.32675,                0.99522,               0.008911,               0.008911,               0.008911
                    553,                0.90848,                0.56473,                 1.1865,                0.97955,                0.97297,                0.98572,                  0.822,                0.60716,                0.32647,                0.99487,               0.008909,               0.008909,               0.008909
                    554,                0.90612,                 0.5681,                 1.1932,                0.98027,                0.97315,                0.98558,                0.82269,                0.60685,                0.32616,                0.99438,               0.008907,               0.008907,               0.008907
                    555,                0.90549,                0.57481,                 1.1974,                0.98004,                0.97258,                 0.9856,                 0.8225,                0.60636,                0.32573,                0.99377,              0.0089051,              0.0089051,              0.0089051
                    556,                0.90585,                0.56651,                 1.1823,                 0.9801,                0.97295,                 0.9856,                0.82262,                0.60602,                0.32543,                0.99351,              0.0089031,              0.0089031,              0.0089031
                    557,                0.89899,                0.56865,                 1.1929,                0.97991,                0.97327,                0.98532,                0.82254,                 0.6059,                0.32542,                0.99328,              0.0089011,              0.0089011,              0.0089011
                    558,                0.90403,                0.57388,                 1.1918,                0.97934,                0.97427,                0.98546,                 0.8229,                0.60553,                0.32538,                0.99307,              0.0088991,              0.0088991,              0.0088991
                    559,                0.90085,                0.57092,                 1.1868,                0.97935,                0.97401,                0.98533,                 0.8231,                0.60504,                  0.325,                0.99268,              0.0088971,              0.0088971,              0.0088971
                    560,                0.90437,                0.57146,                 1.1982,                0.97942,                0.97318,                0.98554,                0.82314,                0.60465,                0.32467,                 0.9923,              0.0088952,              0.0088952,              0.0088952
                    561,                0.90293,                 0.5666,                 1.1945,                0.97945,                0.97294,                0.98564,                0.82338,                0.60418,                0.32436,                 0.9919,              0.0088932,              0.0088932,              0.0088932
                    562,                0.91025,                0.57317,                 1.1952,                0.98043,                0.97307,                0.98575,                0.82378,                 0.6036,                0.32401,                0.99159,              0.0088912,              0.0088912,              0.0088912
                    563,                0.89028,                 0.5555,                 1.1778,                0.98036,                0.97272,                0.98561,                0.82343,                0.60328,                0.32394,                 0.9911,              0.0088892,              0.0088892,              0.0088892
                    564,                0.90777,                0.57288,                 1.1916,                0.98044,                0.97272,                0.98567,                0.82437,                0.60314,                0.32362,                 0.9908,              0.0088872,              0.0088872,              0.0088872
                    565,                0.90863,                0.57273,                 1.1896,                0.98107,                0.97356,                0.98606,                0.82437,                0.60311,                0.32347,                 0.9907,              0.0088853,              0.0088853,              0.0088853
                    566,                0.90472,                0.56845,                  1.193,                0.98095,                0.97316,                0.98604,                0.82462,                0.60274,                0.32311,                0.99047,              0.0088833,              0.0088833,              0.0088833
                    567,                0.89817,                0.55557,                 1.1844,                0.98084,                0.97389,                  0.986,                0.82478,                0.60227,                0.32296,                0.99005,              0.0088813,              0.0088813,              0.0088813
                    568,                0.91146,                0.56556,                 1.1899,                0.98094,                 0.9739,                0.98602,                0.82508,                0.60189,                0.32258,                0.98971,              0.0088793,              0.0088793,              0.0088793
                    569,                0.90333,                 0.5648,                 1.1834,                0.98094,                0.97394,                0.98603,                0.82505,                0.60149,                0.32272,                 0.9893,              0.0088773,              0.0088773,              0.0088773
                    570,                0.90511,                0.56601,                 1.1885,                0.98136,                0.97376,                0.98634,                0.82486,                0.60083,                 0.3227,                0.98894,              0.0088754,              0.0088754,              0.0088754
                    571,                0.89792,                0.56315,                 1.1851,                0.98073,                0.97411,                0.98628,                0.82472,                0.60052,                0.32262,                0.98874,              0.0088734,              0.0088734,              0.0088734
                    572,                0.90298,                0.57005,                 1.1889,                0.98006,                0.97528,                0.98631,                0.82492,                0.60024,                0.32239,                0.98841,              0.0088714,              0.0088714,              0.0088714
                    573,                0.90715,                0.58914,                 1.1954,                0.97968,                0.97526,                0.98631,                0.82505,                0.59981,                0.32235,                0.98822,              0.0088694,              0.0088694,              0.0088694
                    574,                0.90109,                0.56462,                 1.1914,                0.97978,                0.97384,                0.98627,                0.82552,                0.59959,                0.32217,                0.98814,              0.0088674,              0.0088674,              0.0088674
                    575,                 0.9047,                0.56734,                 1.1971,                0.97959,                0.97431,                0.98628,                0.82555,                0.59913,                 0.3224,                0.98785,              0.0088655,              0.0088655,              0.0088655
                    576,                 0.8975,                0.56487,                 1.1849,                0.97952,                0.97423,                0.98618,                0.82575,                0.59882,                0.32203,                0.98763,              0.0088635,              0.0088635,              0.0088635
                    577,                0.90347,                0.56938,                  1.183,                0.97991,                 0.9739,                0.98636,                0.82537,                0.59844,                0.32165,                0.98733,              0.0088615,              0.0088615,              0.0088615
                    578,                0.89224,                0.55753,                 1.1766,                0.98028,                0.97436,                0.98637,                0.82595,                0.59774,                0.32134,                0.98682,              0.0088595,              0.0088595,              0.0088595
                    579,                0.90137,                0.56033,                 1.1856,                0.97968,                0.97527,                0.98632,                0.82656,                0.59726,                0.32111,                0.98649,              0.0088575,              0.0088575,              0.0088575
                    580,                0.88416,                0.55871,                 1.1901,                0.97943,                0.97496,                0.98645,                0.82688,                0.59671,                0.32111,                0.98615,              0.0088556,              0.0088556,              0.0088556
                    581,                0.89229,                0.55187,                 1.1786,                0.97993,                0.97492,                0.98654,                0.82697,                 0.5962,                0.32085,                0.98584,              0.0088536,              0.0088536,              0.0088536
                    582,                0.89363,                0.56381,                 1.1884,                0.98034,                0.97471,                0.98655,                0.82687,                0.59585,                0.32059,                0.98553,              0.0088516,              0.0088516,              0.0088516
                    583,                0.89784,                0.56594,                 1.1957,                0.98013,                0.97357,                0.98655,                0.82691,                0.59558,                0.32048,                0.98539,              0.0088496,              0.0088496,              0.0088496
                    584,                0.90349,                0.56783,                 1.1939,                0.97989,                0.97425,                 0.9866,                0.82744,                0.59489,                0.32032,                  0.985,              0.0088476,              0.0088476,              0.0088476
                    585,                0.89028,                 0.5533,                 1.1733,                0.97968,                0.97404,                0.98653,                0.82729,                0.59432,                0.32038,                0.98468,              0.0088457,              0.0088457,              0.0088457
                    586,                0.89873,                 0.5688,                 1.1894,                0.97954,                0.97426,                0.98658,                0.82747,                0.59372,                0.31991,                0.98439,              0.0088437,              0.0088437,              0.0088437
                    587,                0.90756,                0.56898,                 1.1881,                0.97915,                0.97404,                0.98636,                 0.8278,                0.59333,                0.31971,                0.98415,              0.0088417,              0.0088417,              0.0088417
                    588,                0.90199,                 0.5643,                 1.1833,                 0.9797,                0.97414,                0.98634,                0.82835,                  0.593,                0.31955,                0.98387,              0.0088397,              0.0088397,              0.0088397
                    589,                0.90139,                0.55526,                 1.1832,                0.97974,                0.97388,                 0.9863,                0.82824,                0.59245,                0.31939,                0.98353,              0.0088377,              0.0088377,              0.0088377
                    590,                0.89262,                0.56236,                 1.1783,                0.97991,                0.97352,                0.98629,                0.82836,                0.59208,                0.31937,                0.98326,              0.0088358,              0.0088358,              0.0088358
                    591,                 0.9103,                 0.5695,                  1.184,                0.97939,                0.97398,                0.98623,                0.82815,                0.59184,                0.31926,                0.98284,              0.0088338,              0.0088338,              0.0088338
                    592,                0.90547,                0.56675,                  1.191,                0.97931,                0.97437,                0.98621,                0.82817,                0.59151,                0.31907,                0.98263,              0.0088318,              0.0088318,              0.0088318
                    593,                 0.8807,                0.55019,                   1.18,                0.98005,                0.97432,                0.98631,                0.82875,                0.59113,                0.31864,                0.98242,              0.0088298,              0.0088298,              0.0088298
                    594,                0.89114,                0.55366,                 1.1761,                0.97946,                 0.9744,                0.98627,                0.82891,                0.59078,                0.31857,                0.98219,              0.0088278,              0.0088278,              0.0088278
                    595,                0.89925,                 0.5681,                 1.1928,                0.97931,                0.97498,                 0.9863,                0.82959,                0.59063,                0.31831,                0.98197,              0.0088259,              0.0088259,              0.0088259
                    596,                0.88845,                0.55766,                 1.1796,                0.97949,                0.97463,                0.98621,                 0.8297,                0.59054,                0.31822,                0.98174,              0.0088239,              0.0088239,              0.0088239
                    597,                0.89854,                0.56208,                 1.1826,                0.97968,                0.97495,                0.98623,                0.82987,                0.59012,                 0.3178,                0.98149,              0.0088219,              0.0088219,              0.0088219
                    598,                0.89502,                0.55791,                 1.1881,                0.97996,                0.97396,                0.98623,                0.83007,                0.58981,                0.31751,                0.98117,              0.0088199,              0.0088199,              0.0088199
                    599,                 0.8933,                 0.5535,                  1.181,                0.98091,                0.97376,                 0.9863,                   0.83,                0.58946,                0.31747,                0.98089,              0.0088179,              0.0088179,              0.0088179
                    600,                0.89671,                0.55873,                 1.1911,                  0.981,                0.97356,                0.98622,                0.82999,                0.58922,                0.31738,                0.98066,               0.008816,               0.008816,               0.008816
                    601,                0.89519,                0.55672,                 1.1707,                0.98063,                0.97351,                0.98605,                0.82987,                 0.5889,                0.31713,                0.98027,               0.008814,               0.008814,               0.008814
                    602,                0.89746,                0.56523,                  1.186,                0.98047,                0.97397,                0.98607,                0.82982,                0.58854,                 0.3172,                0.97992,               0.008812,               0.008812,               0.008812
                    603,                0.88554,                0.54249,                 1.1776,                0.98145,                0.97397,                0.98617,                0.82973,                0.58811,                0.31701,                0.97962,                0.00881,                0.00881,                0.00881
                    604,                0.87805,                0.55227,                 1.1764,                0.98078,                0.97436,                0.98637,                0.82999,                0.58796,                 0.3168,                0.97943,               0.008808,               0.008808,               0.008808
                    605,                0.90124,                0.56386,                 1.1814,                0.98059,                0.97429,                0.98633,                0.82999,                0.58767,                0.31681,                 0.9792,              0.0088061,              0.0088061,              0.0088061
                    606,                0.88288,                0.55688,                 1.1802,                0.97879,                0.97504,                0.98637,                0.83031,                0.58751,                 0.3168,                0.97907,              0.0088041,              0.0088041,              0.0088041
                    607,                 0.9009,                0.56244,                 1.1966,                0.97881,                0.97508,                0.98625,                0.83034,                0.58742,                0.31671,                0.97892,              0.0088021,              0.0088021,              0.0088021
                    608,                0.89886,                0.56682,                 1.1869,                0.97987,                0.97527,                0.98643,                 0.8303,                0.58716,                0.31676,                0.97881,              0.0088001,              0.0088001,              0.0088001
                    609,                0.88558,                0.55837,                 1.1806,                0.98013,                 0.9746,                0.98641,                0.83055,                0.58699,                0.31658,                0.97867,              0.0087981,              0.0087981,              0.0087981
                    610,                0.88995,                0.55999,                   1.18,                0.98031,                0.97446,                0.98642,                0.83042,                0.58665,                0.31646,                0.97848,              0.0087962,              0.0087962,              0.0087962
                    611,                0.89849,                0.55916,                 1.1777,                0.98064,                0.97421,                 0.9864,                0.83071,                 0.5863,                0.31628,                0.97819,              0.0087942,              0.0087942,              0.0087942
                    612,                0.88577,                  0.553,                 1.1749,                0.98053,                0.97473,                0.98639,                0.83107,                0.58597,                0.31613,                0.97794,              0.0087922,              0.0087922,              0.0087922
                    613,                0.88758,                0.55615,                 1.1896,                0.98048,                0.97486,                0.98639,                0.83133,                 0.5856,                0.31607,                0.97768,              0.0087902,              0.0087902,              0.0087902
                    614,                 0.8941,                0.55492,                  1.173,                0.98026,                 0.9749,                0.98641,                0.83153,                0.58517,                0.31606,                0.97736,              0.0087882,              0.0087882,              0.0087882
                    615,                0.88461,                0.55558,                 1.1808,                0.97913,                0.97549,                0.98642,                0.83174,                0.58474,                0.31592,                0.97698,              0.0087863,              0.0087863,              0.0087863
                    616,                0.88829,                0.55952,                 1.1844,                0.97881,                0.97568,                0.98643,                0.83169,                0.58441,                0.31575,                0.97663,              0.0087843,              0.0087843,              0.0087843
                    617,                0.88478,                0.54618,                 1.1674,                0.97898,                0.97572,                0.98642,                0.83184,                0.58421,                0.31561,                0.97632,              0.0087823,              0.0087823,              0.0087823
                    618,                0.89182,                 0.5526,                 1.1708,                0.97976,                 0.9748,                0.98642,                0.83188,                0.58401,                0.31559,                0.97609,              0.0087803,              0.0087803,              0.0087803
                    619,                0.88926,                0.55508,                 1.1738,                0.98003,                0.97483,                0.98639,                 0.8318,                0.58379,                0.31533,                0.97585,              0.0087783,              0.0087783,              0.0087783
                    620,                0.86774,                0.53791,                  1.167,                0.98042,                0.97531,                0.98644,                0.83208,                0.58355,                 0.3154,                0.97564,              0.0087764,              0.0087764,              0.0087764
                    621,                0.89749,                 0.5674,                 1.1819,                0.97932,                  0.976,                0.98644,                0.83184,                0.58338,                0.31528,                 0.9754,              0.0087744,              0.0087744,              0.0087744
                    622,                0.89268,                0.55499,                 1.1691,                0.97936,                0.97596,                0.98647,                0.83171,                0.58319,                0.31509,                0.97521,              0.0087724,              0.0087724,              0.0087724
                    623,                0.89108,                0.55719,                 1.1796,                0.97961,                0.97488,                0.98638,                0.83174,                0.58298,                0.31486,                0.97487,              0.0087704,              0.0087704,              0.0087704
                    624,                0.88865,                0.54829,                 1.1725,                0.97971,                0.97447,                0.98632,                0.83203,                0.58257,                0.31496,                0.97456,              0.0087684,              0.0087684,              0.0087684
                    625,                0.88448,                0.54979,                 1.1735,                0.98026,                0.97428,                0.98637,                0.83233,                0.58238,                0.31481,                0.97434,              0.0087665,              0.0087665,              0.0087665
                    626,                0.89447,                0.57113,                 1.1796,                0.98034,                0.97434,                0.98636,                0.83233,                 0.5822,                0.31477,                0.97423,              0.0087645,              0.0087645,              0.0087645
                    627,                0.86758,                0.53503,                 1.1612,                0.98039,                0.97468,                0.98637,                0.83249,                0.58198,                0.31452,                0.97394,              0.0087625,              0.0087625,              0.0087625
                    628,                0.89205,                0.55458,                 1.1807,                0.98019,                0.97493,                0.98638,                0.83274,                0.58175,                0.31444,                0.97368,              0.0087605,              0.0087605,              0.0087605
                    629,                0.88126,                0.55533,                 1.1752,                0.98034,                0.97558,                0.98645,                0.83299,                0.58123,                0.31424,                0.97338,              0.0087585,              0.0087585,              0.0087585
                    630,                0.88396,                0.55465,                 1.1754,                0.98092,                0.97534,                0.98643,                0.83327,                0.58087,                0.31389,                0.97308,              0.0087566,              0.0087566,              0.0087566
                    631,                 0.8901,                0.55802,                 1.1719,                0.98108,                0.97552,                0.98643,                 0.8336,                0.58041,                0.31364,                0.97279,              0.0087546,              0.0087546,              0.0087546
                    632,                0.87431,                 0.5494,                 1.1683,                 0.9812,                0.97541,                0.98644,                0.83351,                0.58008,                0.31361,                0.97253,              0.0087526,              0.0087526,              0.0087526
                    633,                0.89115,                0.56053,                 1.1891,                  0.981,                0.97516,                0.98635,                0.83365,                0.57992,                0.31357,                0.97242,              0.0087506,              0.0087506,              0.0087506
                    634,                 0.8886,                0.55784,                  1.174,                0.98083,                0.97532,                0.98631,                 0.8334,                0.57965,                0.31345,                0.97216,              0.0087486,              0.0087486,              0.0087486
                    635,                0.87564,                0.54842,                 1.1731,                 0.9806,                0.97541,                 0.9862,                 0.8336,                0.57942,                0.31341,                0.97203,              0.0087467,              0.0087467,              0.0087467
                    636,                0.88811,                0.54926,                 1.1723,                0.98055,                 0.9755,                0.98618,                0.83362,                 0.5791,                0.31325,                0.97187,              0.0087447,              0.0087447,              0.0087447
                    637,                0.87888,                0.54719,                 1.1708,                0.98055,                0.97572,                0.98619,                0.83346,                0.57876,                 0.3131,                0.97164,              0.0087427,              0.0087427,              0.0087427
                    638,                0.91046,                0.57065,                 1.1948,                0.97996,                0.97598,                0.98619,                0.83369,                0.57849,                0.31309,                0.97144,              0.0087407,              0.0087407,              0.0087407
                    639,                0.89492,                0.54806,                  1.171,                0.98036,                0.97567,                0.98621,                0.83334,                0.57819,                0.31287,                0.97122,              0.0087387,              0.0087387,              0.0087387
                    640,                 0.8823,                0.54909,                 1.1755,                0.98058,                0.97568,                0.98621,                0.83375,                0.57791,                0.31287,                0.97103,              0.0087368,              0.0087368,              0.0087368
                    641,                0.89318,                0.55416,                 1.1803,                0.98069,                0.97555,                0.98623,                0.83406,                0.57761,                 0.3128,                0.97085,              0.0087348,              0.0087348,              0.0087348
                    642,                0.87722,                0.55089,                 1.1716,                0.97992,                0.97651,                0.98624,                0.83378,                0.57739,                0.31277,                0.97069,              0.0087328,              0.0087328,              0.0087328
                    643,                  0.903,                0.56152,                 1.1746,                0.98076,                0.97604,                0.98625,                0.83402,                0.57714,                0.31268,                0.97055,              0.0087308,              0.0087308,              0.0087308
                    644,                0.87981,                0.55372,                 1.1746,                0.98073,                0.97614,                0.98628,                0.83381,                0.57678,                0.31258,                0.97032,              0.0087288,              0.0087288,              0.0087288
                    645,                0.87755,                0.54619,                   1.16,                0.98059,                0.97616,                0.98629,                0.83382,                0.57651,                0.31253,                0.97011,              0.0087269,              0.0087269,              0.0087269
                    646,                0.87281,                0.55319,                 1.1665,                0.98065,                0.97612,                0.98638,                0.83375,                0.57618,                0.31251,                0.96991,              0.0087249,              0.0087249,              0.0087249
                    647,                0.88323,                0.55753,                 1.1699,                 0.9803,                0.97647,                 0.9864,                0.83382,                0.57578,                0.31249,                0.96971,              0.0087229,              0.0087229,              0.0087229
                    648,                0.87228,                 0.5404,                 1.1749,                0.98065,                0.97617,                0.98645,                0.83397,                0.57551,                0.31237,                0.96954,              0.0087209,              0.0087209,              0.0087209
                    649,                0.87526,                0.55368,                 1.1748,                0.98093,                0.97604,                0.98633,                0.83392,                0.57516,                0.31229,                0.96929,              0.0087189,              0.0087189,              0.0087189
                    650,                0.87315,                0.54855,                 1.1652,                0.98031,                0.97634,                0.98635,                 0.8339,                0.57495,                0.31217,                0.96913,               0.008717,               0.008717,               0.008717
                    651,                0.87878,                0.55365,                 1.1722,                0.98056,                 0.9763,                0.98648,                0.83412,                0.57462,                0.31209,                0.96892,               0.008715,               0.008715,               0.008715
                    652,                0.89066,                0.54275,                  1.183,                0.98061,                0.97638,                0.98647,                0.83406,                0.57444,                0.31211,                0.96872,               0.008713,               0.008713,               0.008713
                    653,                0.88483,                0.54411,                 1.1655,                 0.9805,                0.97611,                0.98636,                0.83421,                0.57408,                0.31207,                0.96855,               0.008711,               0.008711,               0.008711
                    654,                0.87663,                0.54554,                 1.1661,                0.98049,                0.97626,                 0.9865,                0.83412,                0.57385,                0.31194,                0.96834,               0.008709,               0.008709,               0.008709
                    655,                0.87223,                0.54809,                 1.1685,                0.98054,                0.97622,                0.98654,                0.83461,                0.57348,                0.31162,                0.96814,              0.0087071,              0.0087071,              0.0087071
                    656,                0.88431,                0.55086,                 1.1769,                0.98044,                0.97626,                0.98657,                0.83478,                0.57331,                 0.3117,                0.96806,              0.0087051,              0.0087051,              0.0087051
                    657,                0.86787,                0.53741,                 1.1586,                0.98065,                0.97616,                0.98654,                 0.8346,                0.57307,                 0.3117,                0.96788,              0.0087031,              0.0087031,              0.0087031
                    658,                 0.8754,                0.55014,                   1.17,                0.98034,                0.97641,                0.98654,                0.83504,                0.57275,                0.31164,                0.96763,              0.0087011,              0.0087011,              0.0087011
                    659,                0.88764,                0.54229,                 1.1598,                0.98011,                0.97603,                0.98639,                0.83475,                0.57251,                0.31147,                0.96748,              0.0086991,              0.0086991,              0.0086991
                    660,                0.86753,                0.54102,                 1.1652,                0.97992,                0.97648,                0.98634,                0.83504,                0.57224,                0.31147,                0.96734,              0.0086972,              0.0086972,              0.0086972
                    661,                0.88291,                0.54369,                 1.1653,                0.98032,                0.97644,                0.98633,                 0.8349,                0.57201,                0.31144,                0.96719,              0.0086952,              0.0086952,              0.0086952
                    662,                0.87648,                0.54794,                 1.1633,                0.98085,                0.97575,                0.98636,                 0.8351,                0.57185,                0.31135,                0.96704,              0.0086932,              0.0086932,              0.0086932
                    663,                0.88656,                0.55274,                 1.1854,                0.98015,                0.97633,                0.98635,                0.83517,                0.57159,                0.31142,                0.96687,              0.0086912,              0.0086912,              0.0086912
                    664,                0.88505,                0.54453,                 1.1686,                0.98047,                 0.9764,                 0.9865,                0.83558,                0.57132,                0.31126,                0.96674,              0.0086892,              0.0086892,              0.0086892
                    665,                0.86701,                0.54875,                 1.1619,                0.98055,                0.97646,                0.98659,                0.83547,                0.57129,                0.31126,                0.96662,              0.0086873,              0.0086873,              0.0086873
                    666,                0.88183,                0.55077,                 1.1689,                0.98015,                0.97675,                 0.9866,                0.83589,                0.57102,                0.31116,                0.96637,              0.0086853,              0.0086853,              0.0086853
                    667,                 0.8773,                0.54818,                 1.1634,                0.98035,                0.97687,                0.98662,                 0.8357,                0.57077,                0.31122,                0.96621,              0.0086833,              0.0086833,              0.0086833
                    668,                0.88517,                0.54604,                 1.1588,                0.98024,                0.97608,                0.98659,                0.83584,                0.57055,                0.31109,                0.96606,              0.0086813,              0.0086813,              0.0086813
                    669,                0.85905,                0.54096,                 1.1607,                0.98035,                0.97613,                0.98659,                 0.8356,                0.57032,                0.31083,                0.96586,              0.0086793,              0.0086793,              0.0086793
                    670,                0.87916,                0.54711,                 1.1665,                0.98042,                 0.9763,                0.98663,                0.83587,                0.56996,                0.31068,                0.96565,              0.0086774,              0.0086774,              0.0086774
                    671,                0.87749,                0.54273,                 1.1585,                0.98044,                0.97643,                 0.9866,                0.83614,                0.56977,                0.31055,                0.96544,              0.0086754,              0.0086754,              0.0086754
                    672,                0.87177,                0.54309,                 1.1545,                0.97925,                0.97755,                0.98657,                0.83613,                0.56953,                0.31067,                0.96518,              0.0086734,              0.0086734,              0.0086734
                    673,                0.86739,                0.54129,                   1.17,                0.98037,                0.97582,                0.98646,                0.83605,                0.56934,                0.31061,                0.96504,              0.0086714,              0.0086714,              0.0086714
                    674,                0.87543,                0.55062,                 1.1746,                0.98021,                0.97658,                0.98648,                0.83612,                0.56919,                0.31056,                0.96491,              0.0086694,              0.0086694,              0.0086694
                    675,                0.87402,                0.54885,                 1.1664,                0.98113,                0.97556,                0.98647,                0.83607,                0.56889,                0.31049,                0.96464,              0.0086675,              0.0086675,              0.0086675
