                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.1899,                0.82491,                 1.4386,                0.91726,                0.90579,                 0.9469,                0.64715,                 1.0255,                0.58382,                 1.3644,              0.0097268,              0.0097268,              0.0097268
                    141,                 1.1662,                0.81762,                 1.4359,                0.91574,                0.89642,                0.94645,                0.64355,                 1.0255,                0.59256,                 1.3623,              0.0097248,              0.0097248,              0.0097248
                    142,                 1.1934,                0.82154,                 1.4304,                0.91379,                 0.9062,                0.94605,                0.64379,                 1.0231,                0.59509,                  1.361,              0.0097228,              0.0097228,              0.0097228
                    143,                 1.1783,                0.83278,                 1.4349,                0.90416,                0.90459,                0.94787,                0.64408,                 1.0245,                0.60077,                 1.3678,              0.0097208,              0.0097208,              0.0097208
                    144,                 1.1674,                0.82495,                 1.4244,                0.91173,                0.90338,                0.94753,                0.64745,                 1.0169,                0.58963,                 1.3577,              0.0097188,              0.0097188,              0.0097188
                    145,                 1.1575,                 0.8014,                 1.4165,                0.91421,                0.90738,                 0.9505,                0.65074,                 1.0178,                0.58046,                 1.3617,              0.0097169,              0.0097169,              0.0097169
                    146,                 1.1669,                0.81744,                 1.4293,                0.91779,                0.90385,                0.94828,                0.65052,                  1.014,                 0.5785,                 1.3557,              0.0097149,              0.0097149,              0.0097149
                    147,                 1.1686,                0.81389,                 1.4297,                0.91539,                0.89948,                0.94791,                0.64668,                 1.0113,                0.58491,                 1.3571,              0.0097129,              0.0097129,              0.0097129
                    148,                 1.1663,                0.81339,                  1.431,                0.91587,                0.91064,                0.94723,                 0.6524,                 1.0123,                0.58073,                 1.3482,              0.0097109,              0.0097109,              0.0097109
                    149,                 1.1618,                0.81291,                 1.4325,                0.91718,                0.90616,                0.95005,                0.65274,                 1.0118,                0.57522,                 1.3524,              0.0097089,              0.0097089,              0.0097089
                    150,                 1.1507,                0.81731,                 1.4291,                0.91788,                0.90897,                0.95115,                0.65247,                 1.0047,                 0.5731,                 1.3455,               0.009707,               0.009707,               0.009707
                    151,                 1.1598,                0.80412,                 1.4251,                0.91181,                0.90869,                0.94836,                0.65208,                 1.0071,                0.58356,                 1.3551,               0.009705,               0.009705,               0.009705
                    152,                 1.1376,                0.78381,                 1.4116,                0.91511,                0.91212,                0.95197,                0.65516,                 1.0051,                0.57343,                 1.3477,               0.009703,               0.009703,               0.009703
                    153,                 1.1594,                0.79961,                 1.4215,                0.91946,                0.90994,                0.95211,                0.65588,                 1.0041,                0.57216,                 1.3465,               0.009701,               0.009701,               0.009701
                    154,                 1.1569,                0.79594,                 1.4134,                  0.924,                0.91306,                0.95164,                0.65753,                0.99623,                0.56976,                 1.3365,               0.009699,               0.009699,               0.009699
                    155,                 1.1575,                0.80482,                 1.4275,                 0.9214,                0.90922,                0.95256,                 0.6546,                 1.0021,                0.57655,                 1.3453,              0.0096971,              0.0096971,              0.0096971
                    156,                 1.1732,                0.80933,                 1.4248,                0.92208,                0.90977,                0.95286,                0.65367,                 1.0066,                0.57115,                 1.3406,              0.0096951,              0.0096951,              0.0096951
                    157,                 1.1442,                0.79451,                 1.4099,                 0.9309,                0.91288,                0.95624,                0.66247,                0.99503,                0.55547,                 1.3343,              0.0096931,              0.0096931,              0.0096931
                    158,                 1.1601,                0.80156,                 1.4135,                0.92325,                0.90864,                0.95145,                0.66047,                 1.0019,                0.56733,                 1.3433,              0.0096911,              0.0096911,              0.0096911
                    159,                 1.1473,                0.80327,                 1.4287,                0.92276,                0.91582,                0.95252,                0.65997,                0.99359,                0.56145,                 1.3356,              0.0096891,              0.0096891,              0.0096891
                    160,                 1.1541,                0.79305,                 1.4189,                0.91836,                0.91475,                0.95193,                0.65466,                 1.0003,                0.57273,                 1.3363,              0.0096872,              0.0096872,              0.0096872
                    161,                 1.1511,                0.79378,                 1.3908,                0.91736,                 0.9152,                0.95138,                0.65962,                0.98787,                0.56688,                 1.3243,              0.0096852,              0.0096852,              0.0096852
                    162,                 1.1445,                0.80091,                 1.4208,                0.92025,                0.91484,                 0.9544,                0.66246,                0.98918,                0.56503,                 1.3331,              0.0096832,              0.0096832,              0.0096832
                    163,                 1.1469,                0.77407,                  1.407,                0.92794,                0.91656,                0.95661,                 0.6669,                0.98326,                 0.5524,                 1.3234,              0.0096812,              0.0096812,              0.0096812
                    164,                 1.1395,                0.79422,                 1.4002,                0.92627,                0.91854,                0.95431,                0.66315,                0.98749,                0.55906,                 1.3271,              0.0096792,              0.0096792,              0.0096792
                    165,                 1.1394,                0.77213,                 1.4025,                0.92812,                0.91929,                0.95669,                0.66863,                0.98617,                0.55296,                 1.3192,              0.0096773,              0.0096773,              0.0096773
                    166,                 1.1468,                0.78869,                  1.422,                0.92439,                0.91866,                0.95614,                0.66786,                0.98074,                0.54869,                  1.322,              0.0096753,              0.0096753,              0.0096753
                    167,                 1.1406,                0.79641,                 1.4138,                0.92972,                0.91752,                0.95776,                0.66734,                0.97681,                0.54618,                 1.3169,              0.0096733,              0.0096733,              0.0096733
                    168,                 1.1252,                0.77525,                 1.3887,                 0.9265,                0.91546,                0.95309,                0.66696,                0.97283,                0.54969,                 1.3159,              0.0096713,              0.0096713,              0.0096713
                    169,                 1.1339,                0.76891,                 1.3953,                0.92698,                  0.919,                0.95549,                 0.6701,                0.97159,                0.54629,                 1.3134,              0.0096693,              0.0096693,              0.0096693
                    170,                 1.1357,                0.77889,                  1.405,                0.92673,                0.92276,                0.95884,                0.66994,                0.97316,                0.54659,                  1.312,              0.0096674,              0.0096674,              0.0096674
                    171,                 1.1384,                0.78233,                 1.3938,                0.92697,                 0.9151,                0.95472,                0.66927,                0.97715,                 0.5498,                 1.3142,              0.0096654,              0.0096654,              0.0096654
                    172,                 1.1286,                0.77231,                 1.3925,                0.92739,                0.92364,                0.95808,                0.67013,                0.96986,                0.54803,                 1.3113,              0.0096634,              0.0096634,              0.0096634
                    173,                  1.146,                0.77365,                 1.4015,                0.93426,                0.91653,                0.95972,                0.67561,                0.96259,                0.53551,                  1.308,              0.0096614,              0.0096614,              0.0096614
                    174,                 1.1265,                 0.7772,                 1.3891,                0.93078,                0.91804,                0.95833,                0.67004,                0.96892,                0.54224,                 1.3138,              0.0096594,              0.0096594,              0.0096594
                    175,                 1.1275,                0.79311,                 1.4057,                0.92607,                0.91892,                0.95591,                0.67388,                0.96514,                0.54461,                 1.3135,              0.0096575,              0.0096575,              0.0096575
                    176,                 1.1291,                0.77516,                 1.3998,                 0.9365,                0.91626,                0.95775,                0.67455,                0.96441,                0.54161,                 1.3091,              0.0096555,              0.0096555,              0.0096555
                    177,                 1.1319,                0.76751,                 1.4004,                0.93218,                 0.9265,                 0.9586,                 0.6765,                0.95658,                0.53336,                 1.3001,              0.0096535,              0.0096535,              0.0096535
                    178,                 1.1205,                0.77034,                 1.3867,                0.92952,                 0.9228,                0.95756,                0.67477,                0.96225,                0.53824,                 1.3052,              0.0096515,              0.0096515,              0.0096515
                    179,                 1.1335,                0.77856,                 1.3952,                0.93055,                0.92528,                0.95744,                0.67491,                0.95732,                 0.5357,                 1.3018,              0.0096495,              0.0096495,              0.0096495
                    180,                 1.1112,                0.75692,                 1.3801,                0.92738,                0.92439,                0.95862,                0.67513,                0.96493,                0.53642,                 1.3061,              0.0096476,              0.0096476,              0.0096476
                    181,                 1.1232,                0.76498,                 1.3926,                0.93496,                0.92129,                0.96034,                 0.6773,                0.95092,                0.53153,                 1.2956,              0.0096456,              0.0096456,              0.0096456
                    182,                 1.1208,                0.78318,                 1.3971,                0.92982,                0.92683,                0.95938,                0.67907,                0.94854,                0.52872,                 1.2903,              0.0096436,              0.0096436,              0.0096436
                    183,                 1.1154,                0.76031,                  1.384,                0.92672,                 0.9269,                0.96023,                0.68084,                0.94911,                0.52949,                 1.2939,              0.0096416,              0.0096416,              0.0096416
                    184,                 1.1201,                0.77023,                 1.3847,                0.93461,                0.92656,                0.96032,                0.68198,                0.95383,                0.52376,                 1.2929,              0.0096396,              0.0096396,              0.0096396
                    185,                 1.1163,                0.75412,                 1.3836,                0.93102,                 0.9259,                0.96157,                0.68036,                 0.9473,                0.52941,                 1.2933,              0.0096377,              0.0096377,              0.0096377
                    186,                 1.1244,                0.75805,                 1.3706,                0.94131,                0.92306,                0.96232,                0.68704,                0.93746,                0.52111,                 1.2818,              0.0096357,              0.0096357,              0.0096357
                    187,                  1.101,                0.74606,                  1.359,                 0.9346,                0.92312,                0.96193,                0.68325,                0.94059,                0.52312,                 1.2859,              0.0096337,              0.0096337,              0.0096337
                    188,                 1.1112,                0.74896,                 1.3702,                0.92774,                0.92164,                0.95995,                0.68127,                0.94546,                0.52858,                  1.291,              0.0096317,              0.0096317,              0.0096317
                    189,                 1.1225,                0.75691,                 1.3788,                0.92659,                0.92748,                0.96073,                0.68067,                0.94432,                 0.5279,                  1.288,              0.0096297,              0.0096297,              0.0096297
                    190,                 1.1031,                0.75123,                 1.3759,                0.93735,                0.92314,                0.96261,                0.68554,                 0.9413,                0.51714,                 1.2847,              0.0096278,              0.0096278,              0.0096278
                    191,                  1.116,                0.76103,                 1.3696,                0.93653,                0.92459,                0.96158,                0.68679,                0.93922,                0.51632,                 1.2884,              0.0096258,              0.0096258,              0.0096258
                    192,                  1.107,                0.75309,                 1.3856,                0.93576,                0.92689,                0.96178,                 0.6883,                0.93064,                0.51288,                 1.2841,              0.0096238,              0.0096238,              0.0096238
                    193,                 1.1239,                 0.7697,                 1.3743,                0.93993,                0.92907,                0.96229,                0.68658,                 0.9351,                0.51515,                 1.2795,              0.0096218,              0.0096218,              0.0096218
                    194,                 1.1051,                0.74556,                 1.3749,                0.93316,                0.92779,                0.96077,                0.68683,                0.93616,                0.51208,                 1.2815,              0.0096198,              0.0096198,              0.0096198
                    195,                 1.1108,                0.75806,                 1.3833,                0.93632,                0.92714,                0.96204,                0.68435,                0.94063,                0.51828,                 1.2891,              0.0096179,              0.0096179,              0.0096179
                    196,                 1.1098,                0.76007,                 1.3859,                0.93528,                0.92802,                0.96465,                0.68955,                0.93105,                 0.5175,                 1.2838,              0.0096159,              0.0096159,              0.0096159
                    197,                   1.11,                 0.7514,                 1.3752,                0.93296,                0.92956,                0.96517,                 0.6889,                0.93207,                0.51601,                 1.2756,              0.0096139,              0.0096139,              0.0096139
                    198,                 1.1099,                0.74353,                 1.3733,                0.94283,                0.92631,                0.96463,                0.69254,                0.92893,                0.50875,                 1.2757,              0.0096119,              0.0096119,              0.0096119
                    199,                  1.108,                 0.7394,                 1.3696,                0.93634,                0.93108,                0.96495,                0.69546,                0.92846,                0.51002,                 1.2744,              0.0096099,              0.0096099,              0.0096099
                    200,                 1.1007,                0.73237,                 1.3565,                0.93909,                0.92788,                0.96555,                 0.6934,                0.92164,                0.50499,                 1.2666,               0.009608,               0.009608,               0.009608
                    201,                 1.1091,                0.74057,                  1.364,                0.93768,                0.92964,                0.96566,                0.69561,                0.91775,                0.50657,                 1.2658,               0.009606,               0.009606,               0.009606
                    202,                  1.106,                0.73297,                 1.3551,                0.93537,                0.92987,                0.96609,                0.69627,                0.91739,                0.50406,                 1.2662,               0.009604,               0.009604,               0.009604
                    203,                 1.1033,                0.74925,                 1.3667,                0.94218,                0.93054,                0.96664,                 0.6972,                0.91861,                 0.5045,                 1.2609,               0.009602,               0.009602,               0.009602
                    204,                  1.098,                0.73702,                 1.3552,                0.93645,                0.93393,                0.96565,                0.69621,                0.91622,                 0.5047,                 1.2626,                 0.0096,                 0.0096,                 0.0096
                    205,                 1.0857,                0.72359,                 1.3466,                0.93589,                0.93522,                0.96749,                0.69917,                0.90888,                0.49961,                  1.255,              0.0095981,              0.0095981,              0.0095981
                    206,                 1.0939,                0.74205,                 1.3633,                 0.9394,                0.92966,                0.96646,                 0.6974,                0.91322,                0.50806,                 1.2612,              0.0095961,              0.0095961,              0.0095961
                    207,                 1.0981,                0.73696,                 1.3609,                0.93914,                0.92926,                0.96701,                0.69748,                0.91284,                 0.4978,                 1.2556,              0.0095941,              0.0095941,              0.0095941
                    208,                 1.0954,                0.73488,                 1.3601,                0.93868,                0.93435,                0.96703,                0.69991,                0.90619,                0.49627,                 1.2508,              0.0095921,              0.0095921,              0.0095921
                    209,                 1.0923,                0.72693,                 1.3561,                0.94028,                0.93271,                0.96664,                 0.7014,                0.90733,                 0.4955,                 1.2547,              0.0095901,              0.0095901,              0.0095901
                    210,                 1.0992,                0.75002,                 1.3709,                  0.942,                0.93414,                0.96781,                 0.7025,                0.89967,                0.49272,                   1.25,              0.0095882,              0.0095882,              0.0095882
                    211,                 1.1051,                0.73104,                  1.366,                0.94465,                0.93441,                0.96753,                0.70197,                0.90306,                0.49603,                 1.2541,              0.0095862,              0.0095862,              0.0095862
                    212,                 1.0911,                0.73381,                  1.361,                0.94475,                0.93318,                0.96808,                0.70106,                0.90725,                0.49444,                 1.2516,              0.0095842,              0.0095842,              0.0095842
                    213,                  1.104,                0.73889,                 1.3578,                0.94209,                0.93965,                0.96896,                 0.7041,                0.90157,                0.49002,                 1.2445,              0.0095822,              0.0095822,              0.0095822
                    214,                 1.0971,                0.73181,                 1.3571,                0.94361,                0.93893,                0.96907,                0.70193,                0.90324,                0.49081,                 1.2488,              0.0095802,              0.0095802,              0.0095802
                    215,                 1.1052,                0.75033,                 1.3751,                0.94395,                0.93435,                0.96938,                0.70328,                0.90219,                0.49343,                 1.2502,              0.0095783,              0.0095783,              0.0095783
                    216,                 1.0841,                0.71203,                 1.3522,                 0.9463,                0.93465,                0.97041,                0.70732,                0.89603,                0.48806,                  1.243,              0.0095763,              0.0095763,              0.0095763
                    217,                 1.0888,                0.73817,                 1.3525,                0.94631,                0.93528,                0.96873,                0.70482,                0.89597,                 0.4915,                 1.2427,              0.0095743,              0.0095743,              0.0095743
                    218,                 1.0817,                0.71847,                  1.354,                0.93808,                 0.9393,                0.96939,                0.70441,                0.90263,                0.48926,                 1.2453,              0.0095723,              0.0095723,              0.0095723
                    219,                 1.0757,                0.72351,                 1.3459,                0.94559,                0.93659,                0.96917,                0.70915,                0.89201,                0.48405,                 1.2388,              0.0095703,              0.0095703,              0.0095703
                    220,                 1.0772,                 0.7142,                 1.3463,                0.94519,                0.93941,                0.97124,                0.70932,                0.88514,                0.47997,                 1.2317,              0.0095684,              0.0095684,              0.0095684
                    221,                 1.0639,                0.70853,                 1.3472,                0.94138,                0.94046,                0.96882,                0.71027,                0.88332,                0.48442,                 1.2344,              0.0095664,              0.0095664,              0.0095664
                    222,                 1.0798,                0.72693,                 1.3444,                0.94682,                0.93709,                 0.9691,                0.70825,                 0.8889,                0.48654,                 1.2397,              0.0095644,              0.0095644,              0.0095644
                    223,                 1.0912,                0.73743,                 1.3527,                0.94769,                0.93906,                0.97016,                0.70802,                0.88871,                0.48641,                 1.2338,              0.0095624,              0.0095624,              0.0095624
                    224,                 1.0766,                0.70741,                  1.344,                0.94703,                0.93532,                0.97035,                0.70954,                0.88579,                0.48315,                   1.23,              0.0095604,              0.0095604,              0.0095604
                    225,                  1.083,                0.72092,                  1.339,                0.94226,                0.93761,                0.96878,                0.70923,                0.88576,                0.48598,                 1.2287,              0.0095585,              0.0095585,              0.0095585
                    226,                 1.0905,                0.71638,                 1.3468,                0.94186,                0.93506,                0.96945,                0.70518,                0.88906,                0.48959,                 1.2342,              0.0095565,              0.0095565,              0.0095565
                    227,                 1.0696,                0.71948,                 1.3541,                0.94377,                0.93261,                0.96811,                0.70553,                0.88895,                0.48985,                 1.2363,              0.0095545,              0.0095545,              0.0095545
                    228,                 1.0676,                0.70743,                 1.3329,                0.93678,                0.93883,                0.96975,                0.71047,                0.88376,                0.48315,                 1.2304,              0.0095525,              0.0095525,              0.0095525
                    229,                 1.0877,                0.73518,                 1.3474,                0.94543,                0.93711,                0.96889,                 0.7111,                0.87845,                0.47832,                 1.2252,              0.0095505,              0.0095505,              0.0095505
                    230,                 1.0847,                0.71894,                 1.3578,                 0.9435,                0.94037,                0.97044,                0.71112,                0.88598,                0.48167,                 1.2328,              0.0095486,              0.0095486,              0.0095486
                    231,                 1.0829,                0.72609,                 1.3522,                0.95028,                0.93888,                0.97061,                0.71432,                0.87868,                0.47623,                 1.2272,              0.0095466,              0.0095466,              0.0095466
                    232,                 1.0737,                0.71078,                 1.3448,                 0.9493,                 0.9419,                0.97065,                0.71277,                 0.8739,                0.47393,                 1.2242,              0.0095446,              0.0095446,              0.0095446
                    233,                 1.0698,                0.72064,                  1.339,                0.94429,                0.93966,                0.96926,                0.71259,                0.87339,                0.47835,                 1.2258,              0.0095426,              0.0095426,              0.0095426
                    234,                 1.0808,                0.72283,                  1.343,                0.94731,                0.93791,                0.96966,                0.71243,                0.87586,                0.47616,                 1.2259,              0.0095406,              0.0095406,              0.0095406
                    235,                 1.0594,                0.71058,                  1.339,                 0.9496,                0.94129,                0.97013,                0.71478,                0.86915,                0.47348,                 1.2236,              0.0095387,              0.0095387,              0.0095387
                    236,                  1.083,                0.71763,                 1.3501,                 0.9484,                0.93886,                0.97093,                0.71562,                0.87198,                0.47228,                 1.2194,              0.0095367,              0.0095367,              0.0095367
                    237,                  1.066,                 0.7114,                 1.3332,                0.95254,                 0.9352,                0.97187,                0.71643,                0.86911,                0.46903,                 1.2145,              0.0095347,              0.0095347,              0.0095347
                    238,                 1.0718,                0.72386,                 1.3475,                0.95115,                0.93998,                0.97233,                0.71772,                0.86778,                0.46978,                 1.2159,              0.0095327,              0.0095327,              0.0095327
                    239,                 1.0605,                  0.709,                 1.3357,                0.95076,                0.94062,                0.97169,                0.71566,                0.87045,                0.46927,                 1.2177,              0.0095307,              0.0095307,              0.0095307
                    240,                 1.0602,                0.71082,                 1.3356,                0.95606,                0.93651,                 0.9722,                0.71964,                0.86498,                0.46569,                 1.2133,              0.0095288,              0.0095288,              0.0095288
                    241,                 1.0539,                0.71257,                  1.329,                0.95061,                0.93893,                0.97137,                0.71894,                0.86426,                0.46714,                 1.2118,              0.0095268,              0.0095268,              0.0095268
                    242,                 1.0659,                0.70354,                 1.3393,                0.94424,                0.94453,                0.97235,                0.71926,                0.86406,                0.46985,                 1.2151,              0.0095248,              0.0095248,              0.0095248
                    243,                 1.0795,                0.71916,                 1.3351,                0.94656,                0.94253,                0.97375,                0.72211,                0.86232,                0.46714,                 1.2107,              0.0095228,              0.0095228,              0.0095228
                    244,                 1.0502,                0.69383,                 1.3268,                0.94779,                0.94179,                0.97288,                0.72077,                0.86108,                0.46354,                 1.2079,              0.0095208,              0.0095208,              0.0095208
                    245,                 1.0593,                0.70199,                  1.334,                0.94386,                0.94827,                0.97343,                0.72319,                0.86076,                0.46358,                 1.2087,              0.0095189,              0.0095189,              0.0095189
                    246,                 1.0609,                0.70047,                 1.3326,                0.95116,                0.94233,                0.97297,                0.71923,                  0.861,                0.46568,                 1.2123,              0.0095169,              0.0095169,              0.0095169
                    247,                 1.0701,                0.70031,                  1.335,                0.94892,                0.94453,                0.97334,                0.72485,                0.85361,                0.46052,                 1.2052,              0.0095149,              0.0095149,              0.0095149
                    248,                 1.0756,                0.71862,                 1.3499,                0.94814,                0.94648,                0.97277,                0.72021,                0.85904,                0.46695,                 1.2075,              0.0095129,              0.0095129,              0.0095129
                    249,                 1.0521,                0.69993,                 1.3272,                0.95109,                 0.9394,                 0.9727,                0.72485,                0.85254,                 0.4623,                 1.2046,              0.0095109,              0.0095109,              0.0095109
                    250,                 1.0664,                0.70024,                 1.3243,                0.95021,                0.94473,                0.97325,                0.72484,                0.85418,                0.46216,                 1.2022,               0.009509,               0.009509,               0.009509
                    251,                 1.0679,                0.70186,                 1.3352,                0.94617,                0.94543,                0.97285,                 0.7244,                  0.851,                0.46383,                 1.2011,               0.009507,               0.009507,               0.009507
                    252,                 1.0617,                 0.7014,                 1.3329,                0.94854,                0.94219,                 0.9723,                0.72598,                0.84461,                 0.4617,                 1.1976,               0.009505,               0.009505,               0.009505
                    253,                 1.0604,                0.69482,                 1.3234,                0.95271,                0.94085,                  0.973,                0.72704,                0.84649,                0.45979,                 1.1992,               0.009503,               0.009503,               0.009503
                    254,                 1.0563,                0.69567,                 1.3262,                0.95181,                0.94373,                0.97276,                0.72553,                0.84632,                0.45838,                 1.1993,               0.009501,               0.009501,               0.009501
                    255,                 1.0463,                0.69112,                 1.3185,                0.95215,                0.94306,                0.97306,                0.72713,                0.84484,                0.45932,                 1.1966,              0.0094991,              0.0094991,              0.0094991
                    256,                 1.0667,                0.70158,                 1.3369,                0.94939,                0.94118,                0.97331,                0.72677,                0.84693,                0.45845,                 1.1995,              0.0094971,              0.0094971,              0.0094971
                    257,                  1.051,                 0.6891,                 1.3147,                0.94861,                0.94347,                0.97242,                0.72871,                0.83811,                0.45374,                 1.1921,              0.0094951,              0.0094951,              0.0094951
                    258,                 1.0464,                0.68657,                 1.3196,                0.95168,                0.94414,                0.97298,                0.72778,                0.83755,                0.45456,                 1.1891,              0.0094931,              0.0094931,              0.0094931
                    259,                 1.0645,                 0.7067,                 1.3346,                 0.9551,                0.94445,                 0.9735,                0.72879,                 0.8391,                0.45164,                 1.1936,              0.0094911,              0.0094911,              0.0094911
                    260,                 1.0513,                0.69799,                  1.327,                0.95366,                0.94394,                0.97278,                 0.7297,                0.83702,                0.45151,                 1.1897,              0.0094892,              0.0094892,              0.0094892
                    261,                 1.0517,                0.70291,                 1.3253,                0.95346,                0.94436,                0.97304,                0.73008,                0.83697,                0.45335,                  1.191,              0.0094872,              0.0094872,              0.0094872
                    262,                 1.0576,                0.69813,                 1.3199,                0.95118,                0.94328,                0.97339,                0.72806,                0.83616,                0.45321,                 1.1894,              0.0094852,              0.0094852,              0.0094852
                    263,                  1.048,                  0.698,                  1.315,                0.95553,                0.94227,                0.97193,                0.72968,                0.83532,                0.45129,                 1.1882,              0.0094832,              0.0094832,              0.0094832
                    264,                 1.0427,                0.69297,                 1.3245,                 0.9508,                0.94402,                0.97197,                0.72942,                0.83324,                0.45061,                 1.1863,              0.0094812,              0.0094812,              0.0094812
                    265,                 1.0467,                0.67846,                 1.3237,                0.95375,                0.94218,                0.97346,                  0.732,                0.83199,                 0.4493,                 1.1848,              0.0094793,              0.0094793,              0.0094793
                    266,                 1.0474,                0.70209,                 1.3206,                0.95342,                0.94506,                0.97396,                0.73266,                0.83155,                0.44818,                 1.1857,              0.0094773,              0.0094773,              0.0094773
                    267,                  1.041,                 0.6865,                 1.3143,                0.95614,                0.94435,                  0.974,                0.73567,                 0.8256,                0.44699,                 1.1825,              0.0094753,              0.0094753,              0.0094753
                    268,                 1.0542,                0.69706,                 1.3169,                 0.9552,                0.94804,                0.97397,                0.73399,                0.82497,                0.44762,                 1.1811,              0.0094733,              0.0094733,              0.0094733
                    269,                  1.036,                0.67032,                 1.2996,                 0.9545,                0.94761,                0.97438,                0.73778,                0.82479,                0.44336,                 1.1794,              0.0094713,              0.0094713,              0.0094713
                    270,                 1.0509,                0.69701,                  1.319,                 0.9514,                0.94772,                0.97364,                0.73711,                0.82709,                0.44296,                 1.1795,              0.0094694,              0.0094694,              0.0094694
                    271,                 1.0522,                 0.7048,                 1.3273,                0.95009,                0.94995,                0.97342,                0.73519,                0.82566,                0.44361,                 1.1787,              0.0094674,              0.0094674,              0.0094674
                    272,                 1.0509,                0.68765,                 1.3189,                0.95331,                0.94657,                0.97431,                0.73628,                 0.8236,                0.44198,                 1.1787,              0.0094654,              0.0094654,              0.0094654
                    273,                  1.041,                 0.6884,                 1.3187,                0.95659,                0.94645,                 0.9748,                0.73741,                0.82295,                0.44101,                 1.1774,              0.0094634,              0.0094634,              0.0094634
